Aarstal;Indkomstgruppe;Katergori;Average;inflation_t-1;inflation_t+12;Forbrug
2010;700.000 - 999.999 kr.;04.3 Vedligeholdelse og reparation af bolig;92,66666667;0,475;0,966666667;7182
2010;700.000 - 999.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;92,95;2,2;1,508333333;11645
2010;700.000 - 999.999 kr.;04.5 Elektricitet, gas og andet braendsel;94,58333333;7,116666667;7,291666667;35007
2010;700.000 - 999.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;98,54166667;-0,258333333;1,333333333;8569
2010;700.000 - 999.999 kr.;05.2 Boligtekstiler;90,53333333;0,225;4,466666667;1592
2010;700.000 - 999.999 kr.;05.3 Husholdningsapparater og reparation heraf;106,95;0,458333333;-1,258333333;4488
2010;700.000 - 999.999 kr.;05.4 Glas, service og husholdningsredskaber;96,35;0,191666667;1,408333333;2584
2010;700.000 - 999.999 kr.;05.5 Vaerktoej og udstyr til hus og have;96,925;1,583333333;0,316666667;2870
2010;700.000 - 999.999 kr.;05.6 Andre varer og tjenester til husholdningen;95,03333333;1,05;1,691666667;5275
2010;700.000 - 999.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;97,88333333;1,966666667;5,333333333;4252
2010;700.000 - 999.999 kr.;06.2 Ambulant behandling;90,9;1,55;0,625;5124
2010;700.000 - 999.999 kr.;06.3 Hospitalstjenester;94,99166667;-0,791666667;0,258333333;61
2010;700.000 - 999.999 kr.;07.1 koeb af koeretoejer;103,9416667;-0,558333333;-1,091666667;28788
2010;700.000 - 999.999 kr.;07.2 Drift af personlige transportmidler;95,55833333;6,8;6,475;35963
2010;700.000 - 999.999 kr.;07.3 Transporttjenester;92,79166667;-0,116666667;2,083333333;6000
2010;700.000 - 999.999 kr.;08.1 Posttjenester;66,325;0,375;18,7;470
2010;700.000 - 999.999 kr.;08.2 Telefon- og telefaxudstyr;84,5;-13,28333333;57,6;1284
2010;700.000 - 999.999 kr.;08.3 Teletjenester;115,0416667;-3,475;-1,083333333;6968
2010;700.000 - 999.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;133,9916667;-4,583333333;-5,616666667;6212
2010;700.000 - 999.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;91,78333333;1,041666667;1,666666667;2100
2010;700.000 - 999.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;103,0583333;-1,141666667;-0,291666667;10046
2010;700.000 - 999.999 kr.;09.4 Fritids- og kulturtjenester;89,025;2,791666667;2,791666667;14115
2010;700.000 - 999.999 kr.;09.5 Aviser, boeger og papirvarer;82,64166667;1,65;-0,108333333;4715
2010;700.000 - 999.999 kr.;09.6 Pakkerejser;102,1666667;3,733333333;-0,858333333;5820
2010;700.000 - 999.999 kr.;10. Uddannelse;84,65;4,575;4,591666667;3350
2010;700.000 - 999.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;89,14166667;1,833333333;2,625;17469
2010;700.000 - 999.999 kr.;11.2 Overnatningsfaciliteter;99,475;-0,283333333;1,4;4413
2010;700.000 - 999.999 kr.;12.1 Personlig pleje;96,16666667;2,125;1,991666667;9764
2010;700.000 - 999.999 kr.;12.3 Andre personlige effekter;88,28333333;2,125;6,475;4011
2010;700.000 - 999.999 kr.;12.4 Daginstitutioner og social forsorg;95,35;4,108333333;1,316666667;8005
2010;700.000 - 999.999 kr.;12.5 Forsikring;91,9;5,2;3,35;23265
2010;700.000 - 999.999 kr.;12.6 Finansielle tjenester;76,95;4,708333333;1,441666667;2028
2010;700.000 - 999.999 kr.;12.7 Andre tjenester;89,85;1,458333333;1,575;669
2010;1.000.000 kr. og derover;00 Forbrugerprisindekset i alt;93,80833333;1,983333333;2,433333333;578542
2010;1.000.000 kr. og derover;01.1 Foedevarer;90,99166667;0,041666667;2,883333333;59278
2010;1.000.000 kr. og derover;01.2 Ikke-alkoholiske drikkevarer;98,04166667;2,65;9,866666667;4911
2010;1.000.000 kr. og derover;02.1 Alkoholiske drikkevarer;90,96666667;0,041666667;-0,133333333;9213
2010;1.000.000 kr. og derover;02.2 Tobak;81,86666667;14,40833333;7,4;2990
2010;1.000.000 kr. og derover;03.1 Beklaedning;101,6833333;0,183333333;0,366666667;26670
2010;1.000.000 kr. og derover;03.2 Fodtoej;80,58333333;-2,291666667;3,158333333;7603
2010;1.000.000 kr. og derover;04.1 Faktisk husleje;91,00833333;2,383333333;2,725;10759
2010;1.000.000 kr. og derover;04.2 Beregnet lejevaerdi af bolig;88,99166667;2,916666667;2,991666667;81505
2010;1.000.000 kr. og derover;04.3 Vedligeholdelse og reparation af bolig;91,50833333;1,008333333;1,35;12883
2010;1.000.000 kr. og derover;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;92,475;2,241666667;1,416666667;14148
2010;1.000.000 kr. og derover;04.5 Elektricitet, gas og andet braendsel;96,55;7,558333333;7,258333333;35611
2010;1.000.000 kr. og derover;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;97,55;-1,375;1,241666667;12782
2010;1.000.000 kr. og derover;05.2 Boligtekstiler;92,44166667;0,375;4,183333333;2335
2010;1.000.000 kr. og derover;05.3 Husholdningsapparater og reparation heraf;106,275;0,725;-1,316666667;6088
2010;1.000.000 kr. og derover;05.4 Glas, service og husholdningsredskaber;97,61666667;0,85;1,341666667;4700
2010;1.000.000 kr. og derover;05.5 Vaerktoej og udstyr til hus og have;95,59166667;1,883333333;0,8;3651
2010;1.000.000 kr. og derover;05.6 Andre varer og tjenester til husholdningen;95,4;1,1;1,525;7358
2010;1.000.000 kr. og derover;06.1 Medicinske produkter, apparater og medicinsk udstyr;96,15833333;2,016666667;5,325;5204
2010;1.000.000 kr. og derover;06.2 Ambulant behandling;90,75;1,525;0,65;6931
2010;1.000.000 kr. og derover;06.3 Hospitalstjenester;94,99166667;-0,791666667;0,258333333;52
2010;1.000.000 kr. og derover;07.1 koeb af koeretoejer;103,95;-0,541666667;-1,058333333;32972
2010;1.000.000 kr. og derover;07.2 Drift af personlige transportmidler;92,96666667;7,283333333;7,05;53404
2010;1.000.000 kr. og derover;07.3 Transporttjenester;92,25833333;-2,066666667;1,583333333;10853
2010;1.000.000 kr. og derover;08.1 Posttjenester;66,325;0,375;18,7;518
2010;1.000.000 kr. og derover;08.2 Telefon- og telefaxudstyr;79,575;-14,63333333;67,375;1479
2010;1.000.000 kr. og derover;08.3 Teletjenester;113,725;-2,475;-0,558333333;6668
2010;1.000.000 kr. og derover;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;133,025;-4,158333333;-4,808333333;8186
2010;1.000.000 kr. og derover;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;89,58333333;-0,091666667;2,7;3313
2010;1.000.000 kr. og derover;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;103,8416667;-2,583333333;-0,875;13156
2010;1.000.000 kr. og derover;09.4 Fritids- og kulturtjenester;89,33333333;2,875;3,441666667;16246
2010;1.000.000 kr. og derover;09.5 Aviser, boeger og papirvarer;83,10833333;1,4;-0,558333333;6798
2010;1.000.000 kr. og derover;09.6 Pakkerejser;102,1666667;3,733333333;-0,858333333;10904
2010;1.000.000 kr. og derover;10. Uddannelse;84;4,883333333;4,541666667;4481
2010;1.000.000 kr. og derover;11.1 Restauranter, cafeer og kantiner mv.;89,08333333;1,8;2,508333333;29204
2010;1.000.000 kr. og derover;11.2 Overnatningsfaciliteter;99,925;-1,325;0,975;9278
2010;1.000.000 kr. og derover;12.1 Personlig pleje;96,23333333;2,191666667;2,033333333;12274
2010;1.000.000 kr. og derover;12.3 Andre personlige effekter;90,225;0,108333333;5,666666667;4758
2010;1.000.000 kr. og derover;12.4 Daginstitutioner og social forsorg;97,1;3,883333333;1,125;9036
2010;1.000.000 kr. og derover;12.5 Forsikring;91,425;5,2;3,375;26449
2010;1.000.000 kr. og derover;12.6 Finansielle tjenester;80,4;4,025;1,441666667;2495
2010;1.000.000 kr. og derover;12.7 Andre tjenester;90,45833333;1,4;1,533333333;1399
2011;Under 250.000 kr.;00 Forbrugerprisindekset i alt;95,2;2,925;2,458333333;162320
2011;Under 250.000 kr.;01.1 Foedevarer;93,95833333;3,325;4,558333333;17911
2011;Under 250.000 kr.;01.2 Ikke-alkoholiske drikkevarer;106,3833333;11,05;2,491666667;1699
2011;Under 250.000 kr.;02.1 Alkoholiske drikkevarer;93,7;0,708333333;7,75;2509
2011;Under 250.000 kr.;02.2 Tobak;87,35833333;6,841666667;7,3;2651
2011;Under 250.000 kr.;03.1 Beklaedning;101,6166667;0,266666667;0,483333333;4525
2011;Under 250.000 kr.;03.2 Fodtoej;78,65;4,458333333;6,641666667;1425
2011;Under 250.000 kr.;04.1 Faktisk husleje;91,85833333;3,025;2,85;38521
2011;Under 250.000 kr.;04.2 Beregnet lejevaerdi af bolig;91,675;2,991666667;2,725;8271
2011;Under 250.000 kr.;04.3 Vedligeholdelse og reparation af bolig;92,525;2,116666667;3,1;1410
2011;Under 250.000 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;94,45;1,7;4,05;5092
2011;Under 250.000 kr.;04.5 Elektricitet, gas og andet braendsel;100,1166667;6,958333333;2,275;16047
2011;Under 250.000 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;99,78333333;1,15;0,566666667;1643
2011;Under 250.000 kr.;05.2 Boligtekstiler;93,19166667;3,816666667;2,9;804
2011;Under 250.000 kr.;05.3 Husholdningsapparater og reparation heraf;107,5416667;-1,65;-2;616
2011;Under 250.000 kr.;05.4 Glas, service og husholdningsredskaber;96,25;1,625;2,541666667;718
2011;Under 250.000 kr.;05.5 Vaerktoej og udstyr til hus og have;96,50833333;0,691666667;1,958333333;483
2011;Under 250.000 kr.;05.6 Andre varer og tjenester til husholdningen;96,2;1,675;1,883333333;1405
2011;Under 250.000 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;101,7666667;5,633333333;-1,575;2043
2011;Under 250.000 kr.;06.2 Ambulant behandling;91,85;0,65;1,7;2550
2011;Under 250.000 kr.;06.3 Hospitalstjenester;95,25;0,258333333;-0,041666667;62
2011;Under 250.000 kr.;07.1 koeb af koeretoejer;102,2666667;-0,833333333;-1,033333333;2083
2011;Under 250.000 kr.;07.2 Drift af personlige transportmidler;100,725;7,033333333;3,408333333;5343
2011;Under 250.000 kr.;07.3 Transporttjenester;92,275;1,591666667;4,808333333;5221
2011;Under 250.000 kr.;08.1 Posttjenester;78,725;18,7;7,3;227
2011;Under 250.000 kr.;08.2 Telefon- og telefaxudstyr;130,075;59,24166667;-3,716666667;373
2011;Under 250.000 kr.;08.3 Teletjenester;111,3333333;-0,341666667;-4,341666667;3745
2011;Under 250.000 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;135,1083333;-8,091666667;-7,158333333;2378
2011;Under 250.000 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;95,54166667;1,775;1,141666667;332
2011;Under 250.000 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;105,3083333;-0,491666667;0,375;2755
2011;Under 250.000 kr.;09.4 Fritids- og kulturtjenester;89,39166667;3,225;3,008333333;7127
2011;Under 250.000 kr.;09.5 Aviser, boeger og papirvarer;82,70833333;0,908333333;4,833333333;2901
2011;Under 250.000 kr.;09.6 Pakkerejser;101,0166667;-0,858333333;-5,25;1329
2011;Under 250.000 kr.;10. Uddannelse;88,275;4,8;2,975;729
2011;Under 250.000 kr.;11.1 Restauranter, cafeer og kantiner mv.;91,825;2,783333333;3,775;6285
2011;Under 250.000 kr.;11.2 Overnatningsfaciliteter;100,75;0,85;3,475;934
2011;Under 250.000 kr.;12.1 Personlig pleje;99,54166667;1,783333333;0,8;3207
2011;Under 250.000 kr.;12.3 Andre personlige effekter;94,975;6,091666667;3,508333333;513
2011;Under 250.000 kr.;12.4 Daginstitutioner og social forsorg;94;3,15;1,2;916
2011;Under 250.000 kr.;12.5 Forsikring;93,625;3,3;4,15;4305
2011;Under 250.000 kr.;12.6 Finansielle tjenester;78,05833333;1,441666667;11,21666667;273
2011;Under 250.000 kr.;12.7 Andre tjenester;89,85;2,833333333;3,2;963
2011;250.000 - 449.999 kr.;00 Forbrugerprisindekset i alt;95,875;2,866666667;2,425;247986
2011;250.000 - 449.999 kr.;01.1 Foedevarer;94,25;3,166666667;4,425;25930
2011;250.000 - 449.999 kr.;01.2 Ikke-alkoholiske drikkevarer;107,475;10,76666667;2,983333333;2578
2011;250.000 - 449.999 kr.;02.1 Alkoholiske drikkevarer;92,75;0,308333333;7,641666667;3370
2011;250.000 - 449.999 kr.;02.2 Tobak;87,35833333;7,266666667;7,491666667;3664
2011;250.000 - 449.999 kr.;03.1 Beklaedning;101,6916667;0,341666667;0,975;8386
2011;250.000 - 449.999 kr.;03.2 Fodtoej;79,54166667;5,158333333;6,533333333;2352
2011;250.000 - 449.999 kr.;04.1 Faktisk husleje;92,05;3,016666667;2,55;33573
2011;250.000 - 449.999 kr.;04.2 Beregnet lejevaerdi af bolig;91,675;2,991666667;2,725;20900
2011;250.000 - 449.999 kr.;04.3 Vedligeholdelse og reparation af bolig;93,3;0,95;3,141666667;4123
2011;250.000 - 449.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;94,54166667;1,591666667;4,158333333;6952
2011;250.000 - 449.999 kr.;04.5 Elektricitet, gas og andet braendsel;101,7;7,075;1,991666667;20294
2011;250.000 - 449.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;100,0333333;1,391666667;0,408333333;4476
2011;250.000 - 449.999 kr.;05.2 Boligtekstiler;95,35833333;4,333333333;3,208333333;697
2011;250.000 - 449.999 kr.;05.3 Husholdningsapparater og reparation heraf;106,275;2,808333333;-0,808333333;1969
2011;250.000 - 449.999 kr.;05.4 Glas, service og husholdningsredskaber;97,35;1,166666667;2,383333333;1773
2011;250.000 - 449.999 kr.;05.5 Vaerktoej og udstyr til hus og have;96,65;0,266666667;1,25;1172
2011;250.000 - 449.999 kr.;05.6 Andre varer og tjenester til husholdningen;96,36666667;1,633333333;1,616666667;2793
2011;250.000 - 449.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;101,4333333;5,008333333;-1,475;2861
2011;250.000 - 449.999 kr.;06.2 Ambulant behandling;91,2;0,6;1,85;4521
2011;250.000 - 449.999 kr.;06.3 Hospitalstjenester;95,25;0,258333333;-0,041666667;0
2011;250.000 - 449.999 kr.;07.1 koeb af koeretoejer;102,825;-1,041666667;-1,1;11680
2011;250.000 - 449.999 kr.;07.2 Drift af personlige transportmidler;101,0666667;7,225;3,6;15892
2011;250.000 - 449.999 kr.;07.3 Transporttjenester;93,10833333;1,925;5,241666667;5151
2011;250.000 - 449.999 kr.;08.1 Posttjenester;78,725;18,7;7,3;228
2011;250.000 - 449.999 kr.;08.2 Telefon- og telefaxudstyr;130,6333333;70,41666667;-3,275;541
2011;250.000 - 449.999 kr.;08.3 Teletjenester;114,1416667;-0,591666667;-4,775;4650
2011;250.000 - 449.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;127,4666667;-4,65;-4,733333333;4315
2011;250.000 - 449.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;93,01666667;-1,316666667;0,35;62
2011;250.000 - 449.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;102,5416667;-0,491666667;0,066666667;5531
2011;250.000 - 449.999 kr.;09.4 Fritids- og kulturtjenester;90,36666667;3,541666667;2,991666667;10014
2011;250.000 - 449.999 kr.;09.5 Aviser, boeger og papirvarer;82,875;0,583333333;4,691666667;3564
2011;250.000 - 449.999 kr.;09.6 Pakkerejser;101,0166667;-0,858333333;-5,25;3284
2011;250.000 - 449.999 kr.;10. Uddannelse;88,30833333;4,775;2,683333333;830
2011;250.000 - 449.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;91,33333333;2,666666667;3,791666667;9444
2011;250.000 - 449.999 kr.;11.2 Overnatningsfaciliteter;101,0666667;1,341666667;3,2;1978
2011;250.000 - 449.999 kr.;12.1 Personlig pleje;99,11666667;1,85;0,858333333;4786
2011;250.000 - 449.999 kr.;12.3 Andre personlige effekter;95,08333333;5,891666667;3,4;1176
2011;250.000 - 449.999 kr.;12.4 Daginstitutioner og social forsorg;94,875;2,558333333;1,358333333;1417
2011;250.000 - 449.999 kr.;12.5 Forsikring;95,025;3,2;4;9538
2011;250.000 - 449.999 kr.;12.6 Finansielle tjenester;79,275;1,483333333;9,8;802
2011;250.000 - 449.999 kr.;12.7 Andre tjenester;91,375;2,408333333;2,375;720
2011;450.000 - 699.999 kr.;00 Forbrugerprisindekset i alt;95,94166667;2,883333333;2,475;327992
2011;450.000 - 699.999 kr.;01.1 Foedevarer;93,65;3,141666667;4,65;34639
2011;450.000 - 699.999 kr.;01.2 Ikke-alkoholiske drikkevarer;107,9583333;10,55833333;2,758333333;3254
2011;450.000 - 699.999 kr.;02.1 Alkoholiske drikkevarer;91,55;0,333333333;8,058333333;5733
2011;450.000 - 699.999 kr.;02.2 Tobak;87,66666667;7,358333333;7,183333333;3728
2011;450.000 - 699.999 kr.;03.1 Beklaedning;101,4166667;0,658333333;1,291666667;9182
2011;450.000 - 699.999 kr.;03.2 Fodtoej;81,45833333;4,683333333;4,891666667;2751
2011;450.000 - 699.999 kr.;04.1 Faktisk husleje;92,00833333;2,975;2,508333333;22709
2011;450.000 - 699.999 kr.;04.2 Beregnet lejevaerdi af bolig;91,675;2,991666667;2,725;42727
2011;450.000 - 699.999 kr.;04.3 Vedligeholdelse og reparation af bolig;91,84166667;0,983333333;3,216666667;6425
2011;450.000 - 699.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;94,44166667;1,491666667;4,283333333;10163
2011;450.000 - 699.999 kr.;04.5 Elektricitet, gas og andet braendsel;102,3083333;7,658333333;1,725;25124
2011;450.000 - 699.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;101,3833333;1,025;0,766666667;6584
2011;450.000 - 699.999 kr.;05.2 Boligtekstiler;95,59166667;4,8;2,65;880
2011;450.000 - 699.999 kr.;05.3 Husholdningsapparater og reparation heraf;105,6333333;-1,225;-1,616666667;2476
2011;450.000 - 699.999 kr.;05.4 Glas, service og husholdningsredskaber;97,64166667;2,391666667;2,608333333;2122
2011;450.000 - 699.999 kr.;05.5 Vaerktoej og udstyr til hus og have;96,99166667;0,208333333;1,175;1482
2011;450.000 - 699.999 kr.;05.6 Andre varer og tjenester til husholdningen;96,40833333;1,55;1,533333333;2949
2011;450.000 - 699.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;101,75;6,958333333;-1,866666667;3560
2011;450.000 - 699.999 kr.;06.2 Ambulant behandling;91,15;0,55;1,9;4055
2011;450.000 - 699.999 kr.;06.3 Hospitalstjenester;95,25;0,258333333;-0,041666667;0
2011;450.000 - 699.999 kr.;07.1 koeb af koeretoejer;102,5666667;-1,025;-1,033333333;15237
2011;450.000 - 699.999 kr.;07.2 Drift af personlige transportmidler;100,3583333;7,475;3,475;25454
2011;450.000 - 699.999 kr.;07.3 Transporttjenester;95,01666667;1,666666667;5,475;5952
2011;450.000 - 699.999 kr.;08.1 Posttjenester;78,725;18,7;7,3;346
2011;450.000 - 699.999 kr.;08.2 Telefon- og telefaxudstyr;130,3083333;76,25833333;-3,008333333;777
2011;450.000 - 699.999 kr.;08.3 Teletjenester;117,05;-0,65;-5,825;5788
2011;450.000 - 699.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;125,8416667;-6,616666667;-5,8;4840
2011;450.000 - 699.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;97,25;2,383333333;2,616666667;418
2011;450.000 - 699.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;103,0083333;-0,266666667;0,141666667;6936
2011;450.000 - 699.999 kr.;09.4 Fritids- og kulturtjenester;90,2;3,741666667;3,35;11345
2011;450.000 - 699.999 kr.;09.5 Aviser, boeger og papirvarer;82,73333333;1,108333333;4,825;4304
2011;450.000 - 699.999 kr.;09.6 Pakkerejser;101,0166667;-0,858333333;-5,25;6494
2011;450.000 - 699.999 kr.;10. Uddannelse;88,14166667;4,675;3,341666667;1213
2011;450.000 - 699.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;91,55833333;2,7;3,783333333;14496
2011;450.000 - 699.999 kr.;11.2 Overnatningsfaciliteter;101,0333333;1,058333333;3,541666667;3178
2011;450.000 - 699.999 kr.;12.1 Personlig pleje;98,3;1,983333333;1,058333333;5989
2011;450.000 - 699.999 kr.;12.3 Andre personlige effekter;95,04166667;5,425;6,341666667;3812
2011;450.000 - 699.999 kr.;12.4 Daginstitutioner og social forsorg;96,46666667;1,666666667;1,666666667;3665
2011;450.000 - 699.999 kr.;12.5 Forsikring;94,7;3,25;3,95;14903
2011;450.000 - 699.999 kr.;12.6 Finansielle tjenester;80,21666667;1,441666667;9,283333333;1213
2011;450.000 - 699.999 kr.;12.7 Andre tjenester;92,44166667;1,608333333;1,266666667;1089
2011;700.000 - 999.999 kr.;00 Forbrugerprisindekset i alt;96,125;2,775;2,508333333;424704
2011;700.000 - 999.999 kr.;01.1 Foedevarer;93,95;2,991666667;4,408333333;47883
2011;700.000 - 999.999 kr.;01.2 Ikke-alkoholiske drikkevarer;107,6333333;10,75;2,658333333;4357
2011;700.000 - 999.999 kr.;02.1 Alkoholiske drikkevarer;91,36666667;0,15;7,916666667;6762
2011;700.000 - 999.999 kr.;02.2 Tobak;87,575;7,316666667;7,325;3816
2011;700.000 - 999.999 kr.;03.1 Beklaedning;102,0416667;0,691666667;0,825;15271
2011;700.000 - 999.999 kr.;03.2 Fodtoej;81,25;4,566666667;4,566666667;4085
2011;700.000 - 999.999 kr.;04.1 Faktisk husleje;93,30833333;2,891666667;1,583333333;16823
2011;700.000 - 999.999 kr.;04.2 Beregnet lejevaerdi af bolig;91,675;2,991666667;2,725;56169
2011;700.000 - 999.999 kr.;04.3 Vedligeholdelse og reparation af bolig;93,55;0,966666667;2,725;6609
2011;700.000 - 999.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;94,35833333;1,508333333;4,516666667;12132
2011;700.000 - 999.999 kr.;04.5 Elektricitet, gas og andet braendsel;101,475;7,291666667;1,591666667;29666
2011;700.000 - 999.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;99,85;1,333333333;0,391666667;8210
2011;700.000 - 999.999 kr.;05.2 Boligtekstiler;94,58333333;4,466666667;3,8;2007
2011;700.000 - 999.999 kr.;05.3 Husholdningsapparater og reparation heraf;105,6166667;-1,258333333;-1,591666667;3772
2011;700.000 - 999.999 kr.;05.4 Glas, service og husholdningsredskaber;97,69166667;1,408333333;1,925;2976
2011;700.000 - 999.999 kr.;05.5 Vaerktoej og udstyr til hus og have;97,225;0,316666667;1,158333333;2710
2011;700.000 - 999.999 kr.;05.6 Andre varer og tjenester til husholdningen;96,625;1,691666667;1,475;4902
2011;700.000 - 999.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;103,1166667;5,333333333;-1,5;4093
2011;700.000 - 999.999 kr.;06.2 Ambulant behandling;91,45;0,625;1,85;5711
2011;700.000 - 999.999 kr.;06.3 Hospitalstjenester;95,25;0,258333333;-0,041666667;2
2011;700.000 - 999.999 kr.;07.1 koeb af koeretoejer;102,8166667;-1,091666667;-1,058333333;27230
2011;700.000 - 999.999 kr.;07.2 Drift af personlige transportmidler;101,7416667;6,475;3,35;33834
2011;700.000 - 999.999 kr.;07.3 Transporttjenester;94,70833333;2,083333333;5,575;6567
2011;700.000 - 999.999 kr.;08.1 Posttjenester;78,725;18,7;7,3;407
2011;700.000 - 999.999 kr.;08.2 Telefon- og telefaxudstyr;130,6833333;57,6;-3,8;1130
2011;700.000 - 999.999 kr.;08.3 Teletjenester;113,7833333;-1,083333333;-3,841666667;7146
2011;700.000 - 999.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;126,4583333;-5,616666667;-5,541666667;6306
2011;700.000 - 999.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;93,31666667;1,666666667;1,75;3456
2011;700.000 - 999.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;102,7666667;-0,291666667;0,366666667;10598
2011;700.000 - 999.999 kr.;09.4 Fritids- og kulturtjenester;91,51666667;2,791666667;2,125;13520
2011;700.000 - 999.999 kr.;09.5 Aviser, boeger og papirvarer;82,53333333;-0,108333333;4,85;4410
2011;700.000 - 999.999 kr.;09.6 Pakkerejser;101,0166667;-0,858333333;-5,25;6101
2011;700.000 - 999.999 kr.;10. Uddannelse;88,55;4,591666667;4,008333333;2379
2011;700.000 - 999.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;91,46666667;2,625;3,716666667;16114
2011;700.000 - 999.999 kr.;11.2 Overnatningsfaciliteter;100,85;1,4;3,116666667;4706
2011;700.000 - 999.999 kr.;12.1 Personlig pleje;98,06666667;1,991666667;0,975;9157
2011;700.000 - 999.999 kr.;12.3 Andre personlige effekter;94;6,475;5,05;3187
2011;700.000 - 999.999 kr.;12.4 Daginstitutioner og social forsorg;96,59166667;1,316666667;1,608333333;7918
2011;700.000 - 999.999 kr.;12.5 Forsikring;95;3,35;3,85;20328
2011;700.000 - 999.999 kr.;12.6 Finansielle tjenester;78,05833333;1,441666667;12,16666667;1664
2011;700.000 - 999.999 kr.;12.7 Andre tjenester;91,25;1,575;2,75;592
2011;1.000.000 kr. og derover;00 Forbrugerprisindekset i alt;96,09166667;2,433333333;2,25;580741
2011;1.000.000 kr. og derover;01.1 Foedevarer;93,625;2,883333333;4,533333333;58795
2011;1.000.000 kr. og derover;01.2 Ikke-alkoholiske drikkevarer;107,725;9,866666667;2,3;4827
2011;1.000.000 kr. og derover;02.1 Alkoholiske drikkevarer;90,85;-0,133333333;7,941666667;9420
2011;1.000.000 kr. og derover;02.2 Tobak;87,84166667;7,4;7,141666667;2350
2011;1.000.000 kr. og derover;03.1 Beklaedning;102,0833333;0,366666667;0,975;23532
2011;1.000.000 kr. og derover;03.2 Fodtoej;83,09166667;3,158333333;4,25;7306
2011;1.000.000 kr. og derover;04.1 Faktisk husleje;93,50833333;2,725;1,816666667;12735
2011;1.000.000 kr. og derover;04.2 Beregnet lejevaerdi af bolig;91,675;2,991666667;2,725;83756
2011;1.000.000 kr. og derover;04.3 Vedligeholdelse og reparation af bolig;92,74166667;1,35;3,175;10415
2011;1.000.000 kr. og derover;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;93,79166667;1,416666667;4,883333333;15206
2011;1.000.000 kr. og derover;04.5 Elektricitet, gas og andet braendsel;103,55;7,258333333;0,841666667;32245
2011;1.000.000 kr. og derover;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;98,75;1,241666667;0,55;14243
2011;1.000.000 kr. og derover;05.2 Boligtekstiler;96,30833333;4,183333333;3,7;2119
2011;1.000.000 kr. og derover;05.3 Husholdningsapparater og reparation heraf;104,8916667;-1,316666667;-1,116666667;6900
2011;1.000.000 kr. og derover;05.4 Glas, service og husholdningsredskaber;98,90833333;1,341666667;1,441666667;5035
2011;1.000.000 kr. og derover;05.5 Vaerktoej og udstyr til hus og have;96,35833333;0,8;1,741666667;4130
2011;1.000.000 kr. og derover;05.6 Andre varer og tjenester til husholdningen;96,84166667;1,525;1,45;7075
2011;1.000.000 kr. og derover;06.1 Medicinske produkter, apparater og medicinsk udstyr;101,2833333;5,325;-1,533333333;4552
